Curs;Estudis;Codi àrea territorial;Àrea territorial;Naturalesa;Titularitat;Matrícula concertada (S/N);Sexe;NESE agrupació;NESE descripció;Alumnes matriculats
2021/2022;EDUCACIÓ SECUNDÀRIA OBLIGATÒRIA;0408;VALLÈS OCCIDENTAL;PÚBLIC;DEPARTAMENT D'ENSENYAMENT;;DONA;NECESSITATS EDUCATIVES ESPECIALS;DISCAPACITAT INTEL·LECTUAL MODERADA;8
2021/2022;EDUCACIÓ SECUNDÀRIA OBLIGATÒRIA;0408;VALLÈS OCCIDENTAL;PÚBLIC;DEPARTAMENT D'ENSENYAMENT;;DONA;NECESSITATS EDUCATIVES ESPECIALS;DISCAPACITAT INTEL·LECTUAL SEVERA;1
2021/2022;EDUCACIÓ SECUNDÀRIA OBLIGATÒRIA;0408;VALLÈS OCCIDENTAL;PÚBLIC;DEPARTAMENT D'ENSENYAMENT;;DONA;NECESSITATS EDUCATIVES ESPECIALS;DISCAPACITAT MOTRIU AUTÒNOM;11
2021/2022;EDUCACIÓ SECUNDÀRIA OBLIGATÒRIA;0408;VALLÈS OCCIDENTAL;PÚBLIC;DEPARTAMENT D'ENSENYAMENT;;DONA;NECESSITATS EDUCATIVES ESPECIALS;DISCAPACITAT MOTRIU SEMIAUTÒNOM;4
2021/2022;EDUCACIÓ SECUNDÀRIA OBLIGATÒRIA;0408;VALLÈS OCCIDENTAL;PÚBLIC;DEPARTAMENT D'ENSENYAMENT;;DONA;NECESSITATS EDUCATIVES ESPECIALS;DISCAPACITAT VISUAL;9
2021/2022;EDUCACIÓ SECUNDÀRIA OBLIGATÒRIA;0408;VALLÈS OCCIDENTAL;PÚBLIC;DEPARTAMENT D'ENSENYAMENT;;DONA;NECESSITATS EDUCATIVES ESPECIALS;RETARD DEL DESENVOLUPAMENT SENSE ETIOLOGIA CLARA;5
2021/2022;EDUCACIÓ SECUNDÀRIA OBLIGATÒRIA;0408;VALLÈS OCCIDENTAL;PÚBLIC;DEPARTAMENT D'ENSENYAMENT;;DONA;NECESSITATS EDUCATIVES ESPECIALS;TRANSTORN GREU DE LA CONDUCTA;25
2021/2022;EDUCACIÓ SECUNDÀRIA OBLIGATÒRIA;0408;VALLÈS OCCIDENTAL;PÚBLIC;DEPARTAMENT D'ENSENYAMENT;;DONA;NECESSITATS EDUCATIVES ESPECIALS;TRASTORN MENTAL GREU;2
2021/2022;EDUCACIÓ SECUNDÀRIA OBLIGATÒRIA;0408;VALLÈS OCCIDENTAL;PÚBLIC;DEPARTAMENT D'ENSENYAMENT;;DONA;NECESSITATS EDUCATIVES ESPECIALS;TRASTORNS DE L'ESPECTRE AUTISTA;76
2021/2022;EDUCACIÓ SECUNDÀRIA OBLIGATÒRIA;0408;VALLÈS OCCIDENTAL;PÚBLIC;DEPARTAMENT D'ENSENYAMENT;;DONA;NECESSITATS EDUCATIVES ESPECIFIQUES;ALTES CAPACITATS;33
2021/2022;EDUCACIÓ SECUNDÀRIA OBLIGATÒRIA;0408;VALLÈS OCCIDENTAL;PÚBLIC;DEPARTAMENT D'ENSENYAMENT;;DONA;NECESSITATS EDUCATIVES ESPECIFIQUES;ALUMNAT NOUVINGUT;339
2021/2022;EDUCACIÓ SECUNDÀRIA OBLIGATÒRIA;0408;VALLÈS OCCIDENTAL;PÚBLIC;DEPARTAMENT D'ENSENYAMENT;;DONA;NECESSITATS EDUCATIVES ESPECIFIQUES;RETARD GREU DE L'APRENENTATGE;311
2021/2022;EDUCACIÓ SECUNDÀRIA OBLIGATÒRIA;0408;VALLÈS OCCIDENTAL;PÚBLIC;DEPARTAMENT D'ENSENYAMENT;;DONA;NECESSITATS EDUCATIVES ESPECIFIQUES;SITUACIONS SOCIOECONÒMIQUES I/O SOCIOCULTURALS DESAFAVORIDES;1462
2021/2022;EDUCACIÓ SECUNDÀRIA OBLIGATÒRIA;0408;VALLÈS OCCIDENTAL;PÚBLIC;DEPARTAMENT D'ENSENYAMENT;;DONA;NECESSITATS EDUCATIVES ESPECIFIQUES;TRANSTORNS QUE CONDICIONEN L'APRENENTATGE;1121
2021/2022;EDUCACIÓ SECUNDÀRIA OBLIGATÒRIA;0408;VALLÈS OCCIDENTAL;PÚBLIC;DEPARTAMENT D'ENSENYAMENT;;HOME;NECESSITATS EDUCATIVES ESPECIALS;DISCAPACITAT AUDITIVA LLEUGERA;5
2021/2022;EDUCACIÓ SECUNDÀRIA OBLIGATÒRIA;0408;VALLÈS OCCIDENTAL;PÚBLIC;DEPARTAMENT D'ENSENYAMENT;;HOME;NECESSITATS EDUCATIVES ESPECIALS;DISCAPACITAT AUDITIVA MITJANA;13
2021/2022;EDUCACIÓ SECUNDÀRIA OBLIGATÒRIA;0408;VALLÈS OCCIDENTAL;PÚBLIC;DEPARTAMENT D'ENSENYAMENT;;HOME;NECESSITATS EDUCATIVES ESPECIALS;DISCAPACITAT AUDITIVA PROFUNDA;5
2021/2022;EDUCACIÓ SECUNDÀRIA OBLIGATÒRIA;0408;VALLÈS OCCIDENTAL;PÚBLIC;DEPARTAMENT D'ENSENYAMENT;;HOME;NECESSITATS EDUCATIVES ESPECIALS;DISCAPACITAT AUDITIVA SEVERA;6
2021/2022;EDUCACIÓ SECUNDÀRIA OBLIGATÒRIA;0408;VALLÈS OCCIDENTAL;PÚBLIC;DEPARTAMENT D'ENSENYAMENT;;HOME;NECESSITATS EDUCATIVES ESPECIALS;DISCAPACITAT INTEL·LECTUAL LLEUGERA;179
2021/2022;EDUCACIÓ SECUNDÀRIA OBLIGATÒRIA;0408;VALLÈS OCCIDENTAL;PÚBLIC;DEPARTAMENT D'ENSENYAMENT;;HOME;NECESSITATS EDUCATIVES ESPECIALS;DISCAPACITAT INTEL·LECTUAL MODERADA;8
2021/2022;EDUCACIÓ SECUNDÀRIA OBLIGATÒRIA;0408;VALLÈS OCCIDENTAL;PÚBLIC;DEPARTAMENT D'ENSENYAMENT;;HOME;NECESSITATS EDUCATIVES ESPECIALS;DISCAPACITAT INTEL·LECTUAL PROFUNDA;1
2021/2022;EDUCACIÓ SECUNDÀRIA OBLIGATÒRIA;0408;VALLÈS OCCIDENTAL;PÚBLIC;DEPARTAMENT D'ENSENYAMENT;;HOME;NECESSITATS EDUCATIVES ESPECIALS;DISCAPACITAT MOTRIU AUTÒNOM;11
2021/2022;EDUCACIÓ SECUNDÀRIA OBLIGATÒRIA;0408;VALLÈS OCCIDENTAL;PÚBLIC;DEPARTAMENT D'ENSENYAMENT;;HOME;NECESSITATS EDUCATIVES ESPECIALS;DISCAPACITAT MOTRIU DEPENENT;7
2021/2022;EDUCACIÓ SECUNDÀRIA OBLIGATÒRIA;0408;VALLÈS OCCIDENTAL;PÚBLIC;DEPARTAMENT D'ENSENYAMENT;;HOME;NECESSITATS EDUCATIVES ESPECIALS;DISCAPACITAT MOTRIU SEMIAUTÒNOM;3
2021/2022;EDUCACIÓ SECUNDÀRIA OBLIGATÒRIA;0408;VALLÈS OCCIDENTAL;PÚBLIC;DEPARTAMENT D'ENSENYAMENT;;HOME;NECESSITATS EDUCATIVES ESPECIALS;DISCAPACITAT VISUAL;8
2021/2022;EDUCACIÓ SECUNDÀRIA OBLIGATÒRIA;0408;VALLÈS OCCIDENTAL;PÚBLIC;DEPARTAMENT D'ENSENYAMENT;;HOME;NECESSITATS EDUCATIVES ESPECIALS;PLURIDISCAPACITAT;1
2021/2022;EDUCACIÓ SECUNDÀRIA OBLIGATÒRIA;0408;VALLÈS OCCIDENTAL;PÚBLIC;DEPARTAMENT D'ENSENYAMENT;;HOME;NECESSITATS EDUCATIVES ESPECIALS;RETARD DEL DESENVOLUPAMENT SENSE ETIOLOGIA CLARA;9
2021/2022;EDUCACIÓ SECUNDÀRIA OBLIGATÒRIA;0408;VALLÈS OCCIDENTAL;PÚBLIC;DEPARTAMENT D'ENSENYAMENT;;HOME;NECESSITATS EDUCATIVES ESPECIALS;TRANSTORN GREU DE LA CONDUCTA;112
2021/2022;EDUCACIÓ SECUNDÀRIA OBLIGATÒRIA;0408;VALLÈS OCCIDENTAL;PÚBLIC;DEPARTAMENT D'ENSENYAMENT;;HOME;NECESSITATS EDUCATIVES ESPECIALS;TRASTORN MENTAL GREU;6
2021/2022;EDUCACIÓ SECUNDÀRIA OBLIGATÒRIA;0408;VALLÈS OCCIDENTAL;PÚBLIC;DEPARTAMENT D'ENSENYAMENT;;HOME;NECESSITATS EDUCATIVES ESPECIALS;TRASTORNS DE L'ESPECTRE AUTISTA;391
2021/2022;EDUCACIÓ SECUNDÀRIA OBLIGATÒRIA;0408;VALLÈS OCCIDENTAL;PÚBLIC;DEPARTAMENT D'ENSENYAMENT;;HOME;NECESSITATS EDUCATIVES ESPECIFIQUES;ALTES CAPACITATS;62
2021/2022;EDUCACIÓ SECUNDÀRIA OBLIGATÒRIA;0408;VALLÈS OCCIDENTAL;PÚBLIC;DEPARTAMENT D'ENSENYAMENT;;HOME;NECESSITATS EDUCATIVES ESPECIFIQUES;ALUMNAT NOUVINGUT;362
2021/2022;EDUCACIÓ SECUNDÀRIA OBLIGATÒRIA;0408;VALLÈS OCCIDENTAL;PÚBLIC;DEPARTAMENT D'ENSENYAMENT;;HOME;NECESSITATS EDUCATIVES ESPECIFIQUES;RETARD GREU DE L'APRENENTATGE;420
2021/2022;EDUCACIÓ SECUNDÀRIA OBLIGATÒRIA;0408;VALLÈS OCCIDENTAL;PÚBLIC;DEPARTAMENT D'ENSENYAMENT;;HOME;NECESSITATS EDUCATIVES ESPECIFIQUES;SITUACIONS SOCIOECONÒMIQUES I/O SOCIOCULTURALS DESAFAVORIDES;1695
2021/2022;EDUCACIÓ SECUNDÀRIA OBLIGATÒRIA;0408;VALLÈS OCCIDENTAL;PÚBLIC;DEPARTAMENT D'ENSENYAMENT;;HOME;NECESSITATS EDUCATIVES ESPECIFIQUES;TRANSTORNS QUE CONDICIONEN L'APRENENTATGE;1791
2021/2022;EDUCACIÓ SECUNDÀRIA OBLIGATÒRIA;0508;MARESME-VALLÈS ORIENTAL;PRIVAT;PRIVAT;NO;DONA;NECESSITATS EDUCATIVES ESPECIFIQUES;ALTES CAPACITATS;9
2021/2022;EDUCACIÓ SECUNDÀRIA OBLIGATÒRIA;0508;MARESME-VALLÈS ORIENTAL;PRIVAT;PRIVAT;NO;DONA;NECESSITATS EDUCATIVES ESPECIFIQUES;ALUMNAT NOUVINGUT;28
2021/2022;EDUCACIÓ SECUNDÀRIA OBLIGATÒRIA;0508;MARESME-VALLÈS ORIENTAL;PRIVAT;PRIVAT;NO;DONA;NECESSITATS EDUCATIVES ESPECIFIQUES;TRANSTORNS QUE CONDICIONEN L'APRENENTATGE;33
2021/2022;EDUCACIÓ SECUNDÀRIA OBLIGATÒRIA;0508;MARESME-VALLÈS ORIENTAL;PRIVAT;PRIVAT;NO;HOME;NECESSITATS EDUCATIVES ESPECIALS;DISCAPACITAT INTEL·LECTUAL LLEUGERA;2
2021/2022;EDUCACIÓ SECUNDÀRIA OBLIGATÒRIA;0508;MARESME-VALLÈS ORIENTAL;PRIVAT;PRIVAT;NO;HOME;NECESSITATS EDUCATIVES ESPECIALS;DISCAPACITAT INTEL·LECTUAL MODERADA;1
2021/2022;EDUCACIÓ SECUNDÀRIA OBLIGATÒRIA;0508;MARESME-VALLÈS ORIENTAL;PRIVAT;PRIVAT;NO;HOME;NECESSITATS EDUCATIVES ESPECIALS;DISCAPACITAT VISUAL;1
2021/2022;EDUCACIÓ SECUNDÀRIA OBLIGATÒRIA;0508;MARESME-VALLÈS ORIENTAL;PRIVAT;PRIVAT;NO;HOME;NECESSITATS EDUCATIVES ESPECIFIQUES;ALTES CAPACITATS;16
2021/2022;EDUCACIÓ SECUNDÀRIA OBLIGATÒRIA;0508;MARESME-VALLÈS ORIENTAL;PRIVAT;PRIVAT;NO;HOME;NECESSITATS EDUCATIVES ESPECIFIQUES;ALUMNAT NOUVINGUT;27
2021/2022;EDUCACIÓ SECUNDÀRIA OBLIGATÒRIA;0508;MARESME-VALLÈS ORIENTAL;PRIVAT;PRIVAT;NO;HOME;NECESSITATS EDUCATIVES ESPECIFIQUES;TRANSTORNS QUE CONDICIONEN L'APRENENTATGE;38
2021/2022;EDUCACIÓ SECUNDÀRIA OBLIGATÒRIA;0508;MARESME-VALLÈS ORIENTAL;PRIVAT;PRIVAT;SI;DONA;NECESSITATS EDUCATIVES ESPECIALS;DISCAPACITAT AUDITIVA LLEUGERA;2
2021/2022;EDUCACIÓ SECUNDÀRIA OBLIGATÒRIA;0508;MARESME-VALLÈS ORIENTAL;PRIVAT;PRIVAT;SI;DONA;NECESSITATS EDUCATIVES ESPECIALS;DISCAPACITAT AUDITIVA MITJANA;1
2021/2022;EDUCACIÓ SECUNDÀRIA OBLIGATÒRIA;0508;MARESME-VALLÈS ORIENTAL;PRIVAT;PRIVAT;SI;DONA;NECESSITATS EDUCATIVES ESPECIALS;DISCAPACITAT AUDITIVA SEVERA;2
2021/2022;EDUCACIÓ SECUNDÀRIA OBLIGATÒRIA;0508;MARESME-VALLÈS ORIENTAL;PRIVAT;PRIVAT;SI;DONA;NECESSITATS EDUCATIVES ESPECIALS;DISCAPACITAT INTEL·LECTUAL LLEUGERA;30
2021/2022;EDUCACIÓ SECUNDÀRIA OBLIGATÒRIA;0508;MARESME-VALLÈS ORIENTAL;PRIVAT;PRIVAT;SI;DONA;NECESSITATS EDUCATIVES ESPECIALS;DISCAPACITAT INTEL·LECTUAL MODERADA;3
2021/2022;EDUCACIÓ SECUNDÀRIA OBLIGATÒRIA;0508;MARESME-VALLÈS ORIENTAL;PRIVAT;PRIVAT;SI;DONA;NECESSITATS EDUCATIVES ESPECIALS;DISCAPACITAT INTEL·LECTUAL SEVERA;1
2021/2022;EDUCACIÓ SECUNDÀRIA OBLIGATÒRIA;0508;MARESME-VALLÈS ORIENTAL;PRIVAT;PRIVAT;SI;DONA;NECESSITATS EDUCATIVES ESPECIALS;DISCAPACITAT MOTRIU AUTÒNOM;1
2021/2022;EDUCACIÓ SECUNDÀRIA OBLIGATÒRIA;0508;MARESME-VALLÈS ORIENTAL;PRIVAT;PRIVAT;SI;DONA;NECESSITATS EDUCATIVES ESPECIALS;DISCAPACITAT MOTRIU SEMIAUTÒNOM;4
2021/2022;EDUCACIÓ SECUNDÀRIA OBLIGATÒRIA;0508;MARESME-VALLÈS ORIENTAL;PRIVAT;PRIVAT;SI;DONA;NECESSITATS EDUCATIVES ESPECIALS;DISCAPACITAT VISUAL;5
2021/2022;EDUCACIÓ SECUNDÀRIA OBLIGATÒRIA;0508;MARESME-VALLÈS ORIENTAL;PRIVAT;PRIVAT;SI;DONA;NECESSITATS EDUCATIVES ESPECIALS;PLURIDISCAPACITAT;3
2021/2022;EDUCACIÓ SECUNDÀRIA OBLIGATÒRIA;0508;MARESME-VALLÈS ORIENTAL;PRIVAT;PRIVAT;SI;DONA;NECESSITATS EDUCATIVES ESPECIALS;RETARD DEL DESENVOLUPAMENT SENSE ETIOLOGIA CLARA;6
2021/2022;EDUCACIÓ SECUNDÀRIA OBLIGATÒRIA;0508;MARESME-VALLÈS ORIENTAL;PRIVAT;PRIVAT;SI;DONA;NECESSITATS EDUCATIVES ESPECIALS;TRANSTORN GREU DE LA CONDUCTA;2
2021/2022;EDUCACIÓ SECUNDÀRIA OBLIGATÒRIA;0508;MARESME-VALLÈS ORIENTAL;PRIVAT;PRIVAT;SI;DONA;NECESSITATS EDUCATIVES ESPECIALS;TRASTORN MENTAL GREU;1
2021/2022;EDUCACIÓ SECUNDÀRIA OBLIGATÒRIA;0508;MARESME-VALLÈS ORIENTAL;PRIVAT;PRIVAT;SI;DONA;NECESSITATS EDUCATIVES ESPECIALS;TRASTORNS DE L'ESPECTRE AUTISTA;30
2021/2022;EDUCACIÓ SECUNDÀRIA OBLIGATÒRIA;0508;MARESME-VALLÈS ORIENTAL;PRIVAT;PRIVAT;SI;DONA;NECESSITATS EDUCATIVES ESPECIFIQUES;ALTES CAPACITATS;17
2021/2022;EDUCACIÓ SECUNDÀRIA OBLIGATÒRIA;0508;MARESME-VALLÈS ORIENTAL;PRIVAT;PRIVAT;SI;DONA;NECESSITATS EDUCATIVES ESPECIFIQUES;ALUMNAT NOUVINGUT;62
2021/2022;EDUCACIÓ SECUNDÀRIA OBLIGATÒRIA;0508;MARESME-VALLÈS ORIENTAL;PRIVAT;PRIVAT;SI;DONA;NECESSITATS EDUCATIVES ESPECIFIQUES;RETARD GREU DE L'APRENENTATGE;38
2021/2022;EDUCACIÓ SECUNDÀRIA OBLIGATÒRIA;0508;MARESME-VALLÈS ORIENTAL;PRIVAT;PRIVAT;SI;DONA;NECESSITATS EDUCATIVES ESPECIFIQUES;SITUACIONS SOCIOECONÒMIQUES I/O SOCIOCULTURALS DESAFAVORIDES;463
2021/2022;EDUCACIÓ SECUNDÀRIA OBLIGATÒRIA;0508;MARESME-VALLÈS ORIENTAL;PRIVAT;PRIVAT;SI;DONA;NECESSITATS EDUCATIVES ESPECIFIQUES;TRANSTORNS QUE CONDICIONEN L'APRENENTATGE;383
2021/2022;EDUCACIÓ SECUNDÀRIA OBLIGATÒRIA;0508;MARESME-VALLÈS ORIENTAL;PRIVAT;PRIVAT;SI;HOME;NECESSITATS EDUCATIVES ESPECIALS;DISCAPACITAT AUDITIVA LLEUGERA;3
2021/2022;EDUCACIÓ SECUNDÀRIA OBLIGATÒRIA;0508;MARESME-VALLÈS ORIENTAL;PRIVAT;PRIVAT;SI;HOME;NECESSITATS EDUCATIVES ESPECIALS;DISCAPACITAT AUDITIVA MITJANA;3
2021/2022;EDUCACIÓ SECUNDÀRIA OBLIGATÒRIA;0508;MARESME-VALLÈS ORIENTAL;PRIVAT;PRIVAT;SI;HOME;NECESSITATS EDUCATIVES ESPECIALS;DISCAPACITAT AUDITIVA SEVERA;1
2021/2022;EDUCACIÓ SECUNDÀRIA OBLIGATÒRIA;0508;MARESME-VALLÈS ORIENTAL;PRIVAT;PRIVAT;SI;HOME;NECESSITATS EDUCATIVES ESPECIALS;DISCAPACITAT INTEL·LECTUAL LLEUGERA;49
2021/2022;EDUCACIÓ SECUNDÀRIA OBLIGATÒRIA;0508;MARESME-VALLÈS ORIENTAL;PRIVAT;PRIVAT;SI;HOME;NECESSITATS EDUCATIVES ESPECIALS;DISCAPACITAT INTEL·LECTUAL MODERADA;13
2021/2022;EDUCACIÓ SECUNDÀRIA OBLIGATÒRIA;0508;MARESME-VALLÈS ORIENTAL;PRIVAT;PRIVAT;SI;HOME;NECESSITATS EDUCATIVES ESPECIALS;DISCAPACITAT MOTRIU AUTÒNOM;4
2021/2022;EDUCACIÓ SECUNDÀRIA OBLIGATÒRIA;0508;MARESME-VALLÈS ORIENTAL;PRIVAT;PRIVAT;SI;HOME;NECESSITATS EDUCATIVES ESPECIALS;DISCAPACITAT MOTRIU DEPENENT;2
2021/2022;EDUCACIÓ SECUNDÀRIA OBLIGATÒRIA;0508;MARESME-VALLÈS ORIENTAL;PRIVAT;PRIVAT;SI;HOME;NECESSITATS EDUCATIVES ESPECIALS;DISCAPACITAT MOTRIU SEMIAUTÒNOM;4
2021/2022;EDUCACIÓ SECUNDÀRIA OBLIGATÒRIA;0508;MARESME-VALLÈS ORIENTAL;PRIVAT;PRIVAT;SI;HOME;NECESSITATS EDUCATIVES ESPECIALS;DISCAPACITAT VISUAL;2
2021/2022;EDUCACIÓ SECUNDÀRIA OBLIGATÒRIA;0508;MARESME-VALLÈS ORIENTAL;PRIVAT;PRIVAT;SI;HOME;NECESSITATS EDUCATIVES ESPECIALS;PLURIDISCAPACITAT;4
2021/2022;EDUCACIÓ SECUNDÀRIA OBLIGATÒRIA;0508;MARESME-VALLÈS ORIENTAL;PRIVAT;PRIVAT;SI;HOME;NECESSITATS EDUCATIVES ESPECIALS;RETARD DEL DESENVOLUPAMENT SENSE ETIOLOGIA CLARA;13
2021/2022;EDUCACIÓ SECUNDÀRIA OBLIGATÒRIA;0508;MARESME-VALLÈS ORIENTAL;PRIVAT;PRIVAT;SI;HOME;NECESSITATS EDUCATIVES ESPECIALS;TRANSTORN GREU DE LA CONDUCTA;36
2021/2022;EDUCACIÓ SECUNDÀRIA OBLIGATÒRIA;0508;MARESME-VALLÈS ORIENTAL;PRIVAT;PRIVAT;SI;HOME;NECESSITATS EDUCATIVES ESPECIALS;TRASTORNS DE L'ESPECTRE AUTISTA;150
2021/2022;EDUCACIÓ SECUNDÀRIA OBLIGATÒRIA;0508;MARESME-VALLÈS ORIENTAL;PRIVAT;PRIVAT;SI;HOME;NECESSITATS EDUCATIVES ESPECIFIQUES;ALTES CAPACITATS;64
2021/2022;EDUCACIÓ SECUNDÀRIA OBLIGATÒRIA;0508;MARESME-VALLÈS ORIENTAL;PRIVAT;PRIVAT;SI;HOME;NECESSITATS EDUCATIVES ESPECIFIQUES;ALUMNAT NOUVINGUT;75
2021/2022;EDUCACIÓ SECUNDÀRIA OBLIGATÒRIA;0508;MARESME-VALLÈS ORIENTAL;PRIVAT;PRIVAT;SI;HOME;NECESSITATS EDUCATIVES ESPECIFIQUES;RETARD GREU DE L'APRENENTATGE;45
2021/2022;EDUCACIÓ SECUNDÀRIA OBLIGATÒRIA;0508;MARESME-VALLÈS ORIENTAL;PRIVAT;PRIVAT;SI;HOME;NECESSITATS EDUCATIVES ESPECIFIQUES;SITUACIONS SOCIOECONÒMIQUES I/O SOCIOCULTURALS DESAFAVORIDES;567
2021/2022;EDUCACIÓ SECUNDÀRIA OBLIGATÒRIA;0508;MARESME-VALLÈS ORIENTAL;PRIVAT;PRIVAT;SI;HOME;NECESSITATS EDUCATIVES ESPECIFIQUES;TRANSTORNS QUE CONDICIONEN L'APRENENTATGE;656
2021/2022;EDUCACIÓ SECUNDÀRIA OBLIGATÒRIA;0508;MARESME-VALLÈS ORIENTAL;PÚBLIC;ALTRES TITULARITATS PÚBLIQUES;;DONA;NECESSITATS EDUCATIVES ESPECIALS;DISCAPACITAT INTEL·LECTUAL LLEUGERA;2
2021/2022;EDUCACIÓ SECUNDÀRIA OBLIGATÒRIA;0508;MARESME-VALLÈS ORIENTAL;PÚBLIC;ALTRES TITULARITATS PÚBLIQUES;;DONA;NECESSITATS EDUCATIVES ESPECIFIQUES;ALTES CAPACITATS;1
2021/2022;EDUCACIÓ SECUNDÀRIA OBLIGATÒRIA;0508;MARESME-VALLÈS ORIENTAL;PÚBLIC;ALTRES TITULARITATS PÚBLIQUES;;DONA;NECESSITATS EDUCATIVES ESPECIFIQUES;ALUMNAT NOUVINGUT;14
2021/2022;EDUCACIÓ SECUNDÀRIA OBLIGATÒRIA;0508;MARESME-VALLÈS ORIENTAL;PÚBLIC;ALTRES TITULARITATS PÚBLIQUES;;DONA;NECESSITATS EDUCATIVES ESPECIFIQUES;SITUACIONS SOCIOECONÒMIQUES I/O SOCIOCULTURALS DESAFAVORIDES;42
2021/2022;EDUCACIÓ SECUNDÀRIA OBLIGATÒRIA;0508;MARESME-VALLÈS ORIENTAL;PÚBLIC;ALTRES TITULARITATS PÚBLIQUES;;DONA;NECESSITATS EDUCATIVES ESPECIFIQUES;TRANSTORNS QUE CONDICIONEN L'APRENENTATGE;7
2021/2022;EDUCACIÓ SECUNDÀRIA OBLIGATÒRIA;0508;MARESME-VALLÈS ORIENTAL;PÚBLIC;ALTRES TITULARITATS PÚBLIQUES;;HOME;NECESSITATS EDUCATIVES ESPECIALS;DISCAPACITAT INTEL·LECTUAL LLEUGERA;6
2021/2022;EDUCACIÓ SECUNDÀRIA OBLIGATÒRIA;0508;MARESME-VALLÈS ORIENTAL;PÚBLIC;ALTRES TITULARITATS PÚBLIQUES;;HOME;NECESSITATS EDUCATIVES ESPECIALS;DISCAPACITAT INTEL·LECTUAL MODERADA;1
2021/2022;EDUCACIÓ SECUNDÀRIA OBLIGATÒRIA;0508;MARESME-VALLÈS ORIENTAL;PÚBLIC;ALTRES TITULARITATS PÚBLIQUES;;HOME;NECESSITATS EDUCATIVES ESPECIALS;TRASTORNS DE L'ESPECTRE AUTISTA;8
2021/2022;EDUCACIÓ SECUNDÀRIA OBLIGATÒRIA;0508;MARESME-VALLÈS ORIENTAL;PÚBLIC;ALTRES TITULARITATS PÚBLIQUES;;HOME;NECESSITATS EDUCATIVES ESPECIFIQUES;ALTES CAPACITATS;1
2021/2022;EDUCACIÓ SECUNDÀRIA OBLIGATÒRIA;0508;MARESME-VALLÈS ORIENTAL;PÚBLIC;ALTRES TITULARITATS PÚBLIQUES;;HOME;NECESSITATS EDUCATIVES ESPECIFIQUES;ALUMNAT NOUVINGUT;15
2021/2022;EDUCACIÓ SECUNDÀRIA OBLIGATÒRIA;0508;MARESME-VALLÈS ORIENTAL;PÚBLIC;ALTRES TITULARITATS PÚBLIQUES;;HOME;NECESSITATS EDUCATIVES ESPECIFIQUES;RETARD GREU DE L'APRENENTATGE;1
2021/2022;EDUCACIÓ SECUNDÀRIA OBLIGATÒRIA;0508;MARESME-VALLÈS ORIENTAL;PÚBLIC;ALTRES TITULARITATS PÚBLIQUES;;HOME;NECESSITATS EDUCATIVES ESPECIFIQUES;SITUACIONS SOCIOECONÒMIQUES I/O SOCIOCULTURALS DESAFAVORIDES;66
2021/2022;EDUCACIÓ SECUNDÀRIA OBLIGATÒRIA;0508;MARESME-VALLÈS ORIENTAL;PÚBLIC;ALTRES TITULARITATS PÚBLIQUES;;HOME;NECESSITATS EDUCATIVES ESPECIFIQUES;TRANSTORNS QUE CONDICIONEN L'APRENENTATGE;20
2021/2022;EDUCACIÓ SECUNDÀRIA OBLIGATÒRIA;0508;MARESME-VALLÈS ORIENTAL;PÚBLIC;DEPARTAMENT D'ENSENYAMENT;;DONA;NECESSITATS EDUCATIVES ESPECIALS;DISCAPACITAT AUDITIVA LLEUGERA;4
2021/2022;EDUCACIÓ SECUNDÀRIA OBLIGATÒRIA;0508;MARESME-VALLÈS ORIENTAL;PÚBLIC;DEPARTAMENT D'ENSENYAMENT;;DONA;NECESSITATS EDUCATIVES ESPECIALS;DISCAPACITAT AUDITIVA MITJANA;6
2021/2022;EDUCACIÓ SECUNDÀRIA OBLIGATÒRIA;0508;MARESME-VALLÈS ORIENTAL;PÚBLIC;DEPARTAMENT D'ENSENYAMENT;;DONA;NECESSITATS EDUCATIVES ESPECIALS;DISCAPACITAT AUDITIVA PROFUNDA;6
2021/2022;EDUCACIÓ SECUNDÀRIA OBLIGATÒRIA;0508;MARESME-VALLÈS ORIENTAL;PÚBLIC;DEPARTAMENT D'ENSENYAMENT;;DONA;NECESSITATS EDUCATIVES ESPECIALS;DISCAPACITAT AUDITIVA SEVERA;3
2021/2022;EDUCACIÓ SECUNDÀRIA OBLIGATÒRIA;0508;MARESME-VALLÈS ORIENTAL;PÚBLIC;DEPARTAMENT D'ENSENYAMENT;;DONA;NECESSITATS EDUCATIVES ESPECIALS;DISCAPACITAT INTEL·LECTUAL LLEUGERA;145
2021/2022;EDUCACIÓ SECUNDÀRIA OBLIGATÒRIA;0508;MARESME-VALLÈS ORIENTAL;PÚBLIC;DEPARTAMENT D'ENSENYAMENT;;DONA;NECESSITATS EDUCATIVES ESPECIALS;DISCAPACITAT INTEL·LECTUAL MODERADA;33
2021/2022;EDUCACIÓ SECUNDÀRIA OBLIGATÒRIA;0508;MARESME-VALLÈS ORIENTAL;PÚBLIC;DEPARTAMENT D'ENSENYAMENT;;DONA;NECESSITATS EDUCATIVES ESPECIALS;DISCAPACITAT INTEL·LECTUAL SEVERA;1
2021/2022;EDUCACIÓ SECUNDÀRIA OBLIGATÒRIA;0508;MARESME-VALLÈS ORIENTAL;PÚBLIC;DEPARTAMENT D'ENSENYAMENT;;DONA;NECESSITATS EDUCATIVES ESPECIALS;DISCAPACITAT MOTRIU AUTÒNOM;3
